"","pid","Trial","TrialDuration","Block","Device","RH_cost","RH_travel_time","RH_Comfort","metro_cost","metro_travel_time","metro_Comfort","Bus_cost","Bus_travel_time","Bus_Comfort","Choice"
"218",19,2,4.8161,4,"Smartphone",20,40,8,2,70,4,2,70,5,"Bus_label"
"219",19,3,10.1175,4,"Smartphone",20,30,8,2,60,5,2,60,5,"Bus_label"
"220",19,4,5.7826,4,"Smartphone",25,40,7,2,70,6,2,80,5,"Metro_label"
"221",19,5,7.6672,4,"Smartphone",20,40,7,3,60,6,3,60,4,"Bus_label"
"222",19,6,9.6999,4,"Smartphone",25,20,9,3,50,4,3,80,3,"RH_label"
"223",19,7,10.4165,4,"Smartphone",15,20,9,2,50,6,2,80,4,"RH_label"
"224",19,8,14.1853,4,"Smartphone",20,20,8,1,50,5,1,70,4,"Metro_label"
"225",19,9,7.4004,4,"Smartphone",25,40,7,1,60,5,1,80,4,"Metro_label"
"226",19,10,8.2343,4,"Smartphone",20,30,9,3,50,6,3,70,4,"RH_label"
"227",19,11,9.1163,4,"Smartphone",15,30,7,1,70,4,1,60,3,"Bus_label"
"228",19,12,11.691,4,"Smartphone",15,30,9,3,70,5,3,70,5,"RH_label"
"229",20,1,5.443,1,"Smartphone",20,20,7,2,70,4,2,70,4,"Metro_label"
"230",20,2,3.9029,1,"Smartphone",20,40,7,3,50,5,3,60,4,"Metro_label"
"231",20,3,7.498,1,"Smartphone",25,30,8,3,60,6,3,70,3,"Metro_label"
"232",20,4,3.2356,1,"Smartphone",25,30,7,1,50,4,1,70,4,"Metro_label"
"233",20,5,2.9276,1,"Smartphone",25,30,9,2,60,5,2,60,5,"Metro_label"
"234",20,6,6.5995,1,"Smartphone",20,20,9,3,70,4,3,70,5,"Bus_label"
"235",20,7,5.0188,1,"Smartphone",15,20,9,1,70,5,1,80,3,"Metro_label"
"236",20,8,3.5151,1,"Smartphone",15,40,8,3,70,5,3,80,4,"Metro_label"
"237",20,9,4.4045,1,"Smartphone",20,20,9,1,60,6,1,80,5,"Metro_label"
"238",20,10,5.4676,1,"Smartphone",15,20,8,1,60,6,1,60,5,"Metro_label"
"239",20,11,2.094,1,"Smartphone",15,40,8,2,50,4,2,60,3,"Metro_label"
"240",20,12,4.7539,1,"Smartphone",15,30,7,2,50,6,2,80,3,"Metro_label"
"241",21,1,6.0047,2,"Smartphone",15,20,8,3,70,4,3,60,4,"Metro_label"
"242",21,2,5.1999,2,"Smartphone",20,20,7,3,70,6,3,60,3,"RH_label"
"243",21,3,4.4971,2,"Smartphone",15,40,9,1,60,4,1,70,5,"Metro_label"
"244",21,4,5.3696,2,"Smartphone",25,30,8,2,70,4,2,80,4,"Metro_label"
"245",21,5,6.7999,2,"Smartphone",25,20,9,2,60,4,2,70,4,"Metro_label"
"246",21,6,6.1353,2,"Smartphone",20,30,9,2,50,5,2,60,3,"Metro_label"
"247",21,7,6.8831,2,"Smartphone",25,40,8,3,60,6,3,70,3,"Metro_label"
"248",21,8,4.9993,2,"Smartphone",15,30,7,3,60,4,3,80,5,"Metro_label"
"249",21,9,3.5485,2,"Smartphone",20,40,8,1,50,5,1,80,3,"Metro_label"
"250",21,10,6.0008,2,"Smartphone",15,40,7,1,50,6,1,70,5,"Metro_label"
"251",21,11,4.9043,2,"Smartphone",25,20,7,2,70,5,2,80,5,"RH_label"
"252",21,12,4.1004,2,"Smartphone",25,30,9,1,70,6,1,60,4,"Metro_label"
"253",22,1,14.6769,2,"Smartphone",15,20,8,3,70,4,3,60,4,"Bus_label"
"254",22,2,16.5176,2,"Smartphone",20,20,7,3,70,6,3,60,3,"Bus_label"
"255",22,3,12.5165,2,"Smartphone",15,40,9,1,60,4,1,70,5,"Metro_label"
"256",22,4,8.9823,2,"Smartphone",25,30,8,2,70,4,2,80,4,"Metro_label"
"257",22,5,8.16,2,"Smartphone",25,20,9,2,60,4,2,70,4,"Metro_label"
"258",22,6,8.3469,2,"Smartphone",20,30,9,2,50,5,2,60,3,"Metro_label"
"259",22,7,14.0477,2,"Smartphone",25,40,8,3,60,6,3,70,3,"Metro_label"
"260",22,8,14.2989,2,"Smartphone",15,30,7,3,60,4,3,80,5,"Metro_label"
"261",22,9,11.4645,2,"Smartphone",20,40,8,1,50,5,1,80,3,"Metro_label"
"262",22,10,11.0866,2,"Smartphone",15,40,7,1,50,6,1,70,5,"Metro_label"
"263",22,11,5.316,2,"Smartphone",25,20,7,2,70,5,2,80,5,"Metro_label"
"264",22,12,5.9963,2,"Smartphone",25,30,9,1,70,6,1,60,4,"Bus_label"
"265",23,1,5.6785,2,"Smartphone",15,20,8,3,70,4,3,60,4,"Bus_label"
"266",23,2,4.9466,2,"Smartphone",20,20,7,3,70,6,3,60,3,"Bus_label"
"267",23,3,4.7671,2,"Smartphone",15,40,9,1,60,4,1,70,5,"Bus_label"
"268",23,4,4.5628,2,"Smartphone",25,30,8,2,70,4,2,80,4,"Bus_label"
"269",23,5,3.1995,2,"Smartphone",25,20,9,2,60,4,2,70,4,"Metro_label"
"270",23,6,2.9998,2,"Smartphone",20,30,9,2,50,5,2,60,3,"Metro_label"
"271",23,7,4.4006,2,"Smartphone",25,40,8,3,60,6,3,70,3,"Metro_label"
"272",23,8,3.1665,2,"Smartphone",15,30,7,3,60,4,3,80,5,"Metro_label"
"273",23,9,2.9496,2,"Smartphone",20,40,8,1,50,5,1,80,3,"Metro_label"
"274",23,10,3.9997,2,"Smartphone",15,40,7,1,50,6,1,70,5,"Metro_label"
"275",23,11,3.2823,2,"Smartphone",25,20,7,2,70,5,2,80,5,"Metro_label"
"276",23,12,2.8165,2,"Smartphone",25,30,9,1,70,6,1,60,4,"Bus_label"
"277",24,1,7.9737,1,"Smartphone",20,20,7,2,70,4,2,70,4,"Bus_label"
"278",24,2,10.6176,1,"Smartphone",20,40,7,3,50,5,3,60,4,"Metro_label"
"279",24,3,3.5497,1,"Smartphone",25,30,8,3,60,6,3,70,3,"Metro_label"
"280",24,4,5.9159,1,"Smartphone",25,30,7,1,50,4,1,70,4,"Metro_label"
"281",24,5,4.7831,1,"Smartphone",25,30,9,2,60,5,2,60,5,"Bus_label"
"282",24,6,6.0033,1,"Smartphone",20,20,9,3,70,4,3,70,5,"Bus_label"
"283",24,7,6.5814,1,"Smartphone",15,20,9,1,70,5,1,80,3,"Metro_label"
"284",24,8,4.9803,1,"Smartphone",15,40,8,3,70,5,3,80,4,"RH_label"
"285",24,9,6.3891,1,"Smartphone",20,20,9,1,60,6,1,80,5,"Metro_label"
